bus;Pg;Qg;Qmax;Qmin;Vg;mBase;status;Pmax;Pmin;c2;c1;c0
707;12.6;0.0;8.0;-8.0;1.0;100.0;1;21.0;4.2;0.0;29.811093;0.0
973;-0.0;0.0;0.0;0.0;1.01855;100.0;0;0.0;-8.0;0.0;0.0;0.0
973;31.8;3.5000000000000004;17.0;-10.0;1.01855;100.0;1;53.0;10.6;0.0;34.301794;0.0
1118;33.0;0.0;0.0;0.0;1.013845;100.0;1;55.00000000000001;11.0;0.0;44.86095600000001;0.0
897;16.2;3.5000000000000004;10.0;-3.0;1.0;100.0;1;27.0;5.4;0.0;120.918113;0.0
897;16.2;3.5000000000000004;10.0;-3.0;1.0;100.0;1;27.0;5.4;0.0;24.962467;0.0
58;0.0;0.0;2.0;1.9;1.00431;100.0;0;6.0;1.2;0.0;32.859582;0.0
82;15.18;0.0;0.0;0.0;1.01562;100.0;1;25.3;5.06;0.0;41.58980799999999;0.0
474;31.2;-1.5;10.0;-13.0;1.015335;100.0;1;52.0;10.4;0.0;35.660132;0.0
1221;34.8;0.0;35.0;-35.0;1.0;100.0;1;57.99999999999999;11.6;0.0;89.794302;0.0
355;37.2;0.0;40.0;-40.0;1.0;100.0;1;62.0;12.4;0.0;32.09503;0.0
471;46.8;0.5;1.0;0.0;1.017105;100.0;1;78.0;15.6;0.0;34.473234;0.0
1321;6.6000000000000005;0.95;1.0;0.9000000000000001;1.004235;100.0;1;11.0;2.2;0.0;43.179533;0.0
1321;1.25;0.0;0.1;-0.1;1.004235;100.0;1;2.5;0.0;0.0;106.55789899999999;0.0
1829;14.099999999999998;0.0;8.0;-8.0;1.014295;100.0;1;23.5;4.7;0.0;14.407526;0.0
1005;23.4;0.0;19.0;-19.0;1.00521;100.0;1;39.0;7.8;0.0;119.630609;0.0
14;16.56;0.0;0.0;0.0;1.01626;100.0;1;27.6;5.52;0.0;116.533424;0.0
14;14.400000000000002;0.0;0.0;0.0;1.01626;100.0;1;24.0;4.8;0.0;126.010118;0.0
1628;434.99999999999994;-31.125000000000004;155.3;-217.55;1.0;100.0;1;670.0;200.0;0.0;6.745408;0.0
1629;420.0;20.405;231.39;-190.58;1.0;100.0;1;700.0;140.0;0.0;107.069234;0.0
1844;16.2;4.62;24.62;-15.380000000000003;1.0077585;100.0;1;27.0;5.4;0.0;29.420074;0.0
1630;51.6;17.68;43.86;-8.5;0.9887625;100.0;1;86.0;17.2;0.0;31.885121000000005;0.0
1631;29.4;6.23;22.19;-9.73;0.989957;100.0;1;49.0;9.8;0.0;35.833663;0.0
1846;19.2;0.0;8.36;-8.36;1.0;100.0;1;32.0;6.4;0.0;119.43155800000001;0.0
1632;19.2;0.0;8.36;-8.36;1.0;100.0;1;32.0;6.4;0.0;121.989784;0.0
1847;19.2;-0.21;8.15;-8.57;1.0;100.0;1;32.0;6.4;0.0;104.195581;0.0
1848;19.2;-0.21;8.15;-8.57;1.0;100.0;1;32.0;6.4;0.0;65.052207;0.0
1852;55.2;9.57;54.56999999999999;-35.43;1.0;100.0;1;92.0;18.4;0.0;44.924115;0.0
1854;55.2;11.48;56.48;-33.52;1.0;100.0;1;92.0;18.4;0.0;42.564627;0.0
1633;600.075;22.385;421.39;-376.62;1.001355;100.0;1;945.0800000000002;255.07;0.0;6.450082;0.0
1634;633.045;29.81;428.8299999999999;-369.21;1.000525;100.0;1;978.04;288.05;0.0;24.823631999999996;0.0
1635;616.08;29.075;428.06999999999994;-369.92;1.00053;100.0;1;976.0799999999999;256.08;0.0;30.414781;0.0
1636;598.075;21.865;420.86000000000007;-377.13;1.0;100.0;1;943.0799999999999;253.07;0.0;31.215842;0.0
1637;204.0;31.4;153.03;-90.23;1.0;100.0;1;252.0;156.0;0.0;33.015136;0.0
1638;202.0;30.815000000000005;152.44;-90.81;1.0;100.0;1;250.0;154.0;0.0;31.598869;0.0
1639;202.0;23.7;105.67999999999999;-58.28;1.0;100.0;1;250.0;154.0;0.0;28.829022;0.0
1640;213.49999999999997;34.45;228.81;-159.91;1.0;100.0;1;305.0;122.0;0.0;20.078606;0.0
1641;122.0;9.84;94.32;-74.64;1.003735;100.0;1;155.0;89.0;0.0;50.521495;0.0
1642;34.8;1.44;21.65;-18.77;1.0;100.0;1;57.99999999999999;11.6;0.0;95.047113;0.0
1643;34.8;2.675;16.01;-10.66;1.0;100.0;1;57.99999999999999;11.6;0.0;114.29584500000001;0.0
1855;34.8;1.26;21.47;-18.95;1.0;100.0;1;57.99999999999999;11.6;0.0;103.134064;0.0
1644;34.8;2.715;16.05;-10.62;1.0;100.0;1;57.99999999999999;11.6;0.0;30.57954;0.0
1645;34.8;2.475;15.810000000000002;-10.86;1.0;100.0;1;57.99999999999999;11.6;0.0;20.312818;0.0
1646;198.0;28.134999999999998;146.45;-90.18;1.00036;100.0;1;263.0;133.0;0.0;44.670303;0.0
1647;26.974999999999998;6.29;50.67;-38.09;1.0;100.0;1;44.96;8.99;0.0;43.53390099999999;0.0
1861;19.2;1.7500000000000002;19.75;-16.25;1.0;100.0;1;32.0;6.4;0.0;106.652079;0.0
1648;601.29;186.38;530.99;-158.23;0.990834;100.0;1;936.29;266.29;0.0;25.143778;0.0
1649;607.82;188.81;533.69;-156.07;0.9895395;100.0;1;942.82;272.82;0.0;18.119992;0.0
1650;599.28;192.43;537.68;-152.82;0.9875395;100.0;1;924.2799999999999;274.28;0.0;28.421775000000004;0.0
1651;597.8;184.5;529.89;-160.89;0.994603;100.0;1;922.8;272.8;0.0;15.660902999999998;0.0
1652;813.0000000000001;264.02;681.04;-153.0;0.9975895;100.0;1;1308.0;318.0;0.0;5.667663999999999;0.0
1862;813.0000000000001;264.015;681.03;-153.0;0.99881;100.0;1;1308.0;318.0;0.0;19.797917;0.0
1653;21.0;2.08;6.08;-1.92;1.0;100.0;1;35.0;7.000000000000001;0.0;109.357263;0.0
1654;21.0;2.21;6.21;-1.79;1.0;100.0;1;35.0;7.000000000000001;0.0;116.925701;0.0
1655;21.0;2.21;6.21;-1.79;1.0;100.0;1;35.0;7.000000000000001;0.0;38.911893;0.0
1656;21.0;2.11;6.11;-1.8900000000000001;1.0;100.0;1;35.0;7.000000000000001;0.0;103.504481;0.0
1657;21.0;2.11;6.11;-1.8900000000000001;1.0;100.0;1;35.0;7.000000000000001;0.0;29.879728;0.0
1658;21.0;2.11;6.11;-1.8900000000000001;1.0;100.0;1;35.0;7.000000000000001;0.0;54.667442;0.0
1863;22.18;2.645;18.45;-13.16;1.0;100.0;1;36.97;7.39;0.0;35.644799;0.0
1659;22.18;2.645;18.45;-13.16;1.0;100.0;1;36.97;7.39;0.0;100.15199000000001;0.0
1660;22.18;3.55;18.45;-11.35;1.0;100.0;1;36.97;7.39;0.0;53.625088;0.0
1661;22.18;3.205;18.11;-11.7;1.0;100.0;1;36.97;7.39;0.0;30.773173999999997;0.0
1662;22.18;2.4;18.21;-13.41;1.0;100.0;1;36.97;7.39;0.0;129.451325;0.0
1663;22.18;2.75;18.55;-13.05;1.0;100.0;1;36.97;7.39;0.0;45.436313;0.0
1865;12.0;2.32;12.32;-7.68;1.0;100.0;1;20.0;4.0;0.0;39.09167;0.0
1866;18.59;2.03;17.85;-13.79;1.0;100.0;1;30.98;6.2;0.0;99.401859;0.0
1664;18.59;2.03;17.85;-13.79;1.0;100.0;1;30.98;6.2;0.0;21.662259;0.0
1665;18.59;2.195;18.01;-13.62;1.0;100.0;1;30.98;6.2;0.0;45.541664;0.0
1867;18.59;2.195;18.01;-13.62;1.0;100.0;1;30.98;6.2;0.0;49.469415;0.0
1666;18.59;2.07;17.89;-13.750000000000002;1.0;100.0;1;30.98;6.2;0.0;32.311689;0.0
1868;18.59;1.915;17.74;-13.91;1.0;100.0;1;30.98;6.2;0.0;119.347719;0.0
1667;833.5000000000001;235.58500000000004;656.06;-184.89;0.996488;100.0;1;1330.0;337.0;0.0;23.547369;0.0
1668;863.5;236.51;656.92;-183.9;0.995021;100.0;1;1360.0;367.0;0.0;2.8598079999999997;0.0
1669;863.5;227.61499999999998;648.03;-192.8;0.993275;100.0;1;1360.0;367.0;0.0;6.864972;0.0
1670;1.45;88.775;281.46;-103.91;1.0094195;100.0;1;1.5;1.4;0.0;99.497152;0.0
1873;144.0;24.03;94.03;-45.97;1.0;100.0;1;240.0;48.0;0.0;31.789207;0.0
1874;144.0;25.11;95.11;-44.89;1.0;100.0;1;240.0;48.0;0.0;32.540539;0.0
1671;587.72;208.7;524.6;-107.2;1.0;100.0;1;942.7200000000001;232.72;0.0;6.7936000000000005;0.0
1673;598.74;206.28000000000003;511.64;-99.08;1.0;100.0;1;953.74;243.74;0.0;34.083995;0.0
1674;597.74;228.04500000000002;555.41;-99.32;0.9995685;100.0;1;952.74;242.74;0.0;54.297341;0.0
1675;952.9999999999999;277.96;682.28;-126.36;0.9996345;100.0;1;1503.0;403.0;0.0;25.405366;0.0
1676;952.9999999999999;282.755;687.17;-121.66;1.00522;100.0;1;1503.0;403.0;0.0;26.762535;0.0
1875;948.0;28.58;409.45;-352.29;1.0;100.0;1;1498.0;398.0;0.0;27.545621;0.0
1677;948.0;28.545000000000005;409.41999999999996;-352.33;1.0;100.0;1;1498.0;398.0;0.0;33.616738;0.0
2022;45.0;6.72;51.88;-38.44;1.0;100.0;1;75.0;15.0;0.0;37.617069;0.0
1876;45.0;6.72;51.88;-38.44;1.0;100.0;1;75.0;15.0;0.0;107.884528;0.0
1877;45.0;6.72;51.88;-38.44;1.0;100.0;1;75.0;15.0;0.0;19.721211;0.0
1878;45.0;6.72;51.88;-38.44;1.0;100.0;1;75.0;15.0;0.0;25.911063;0.0
1678;51.74999999999999;21.36;104.12000000000002;-61.4;1.0;100.0;1;95.0;8.5;0.0;24.383564999999997;0.0
1679;51.74999999999999;21.18;103.93999999999998;-61.58;1.0;100.0;1;95.0;8.5;0.0;45.28197099999999;0.0
1680;76.2;38.01;86.67;-10.65;1.0;100.0;1;148.2;4.2;0.0;30.253167000000005;0.0
1681;432.5;80.525;220.22;-59.17;1.0;100.0;1;685.0;180.0;0.0;25.853896;0.0
1682;459.99999999999994;82.52;330.28;-165.24;0.9802185;100.0;1;610.0;310.0;0.0;23.384789;0.0
1683;459.99999999999994;52.92;297.67;-191.83;0.980023;100.0;1;610.0;310.0;0.0;6.75884;0.0
1684;452.50000000000006;-19.415;254.82;-293.65;1.0;100.0;1;700.0;204.99999999999997;0.0;24.457229;0.0
1881;30.0;0.9000000000000001;15.6;-13.8;1.0;100.0;1;50.0;10.0;0.0;28.3147;0.0
1882;30.0;0.5;15.2;-14.2;1.0;100.0;1;50.0;10.0;0.0;29.429072;0.0
1685;30.0;1.105;15.810000000000002;-13.600000000000001;1.0;100.0;1;50.0;10.0;0.0;20.273721;0.0
1883;30.0;1.105;15.810000000000002;-13.600000000000001;1.0;100.0;1;50.0;10.0;0.0;48.176458;0.0
1884;30.0;1.105;15.810000000000002;-13.600000000000001;1.0;100.0;1;50.0;10.0;0.0;34.299742;0.0
1885;30.0;0.9000000000000001;15.6;-13.8;1.0;100.0;1;50.0;10.0;0.0;17.076737;0.0
1686;640.0;221.385;532.91;-90.14;1.0;100.0;1;1000.0;280.0;0.0;16.588831;0.0
1687;640.0;223.92;535.45;-87.61;1.0;100.0;1;1000.0;280.0;0.0;19.318277;0.0
1688;640.0;239.705;567.71;-88.3;1.0;100.0;1;1000.0;280.0;0.0;18.680412;0.0
1689;0.0;0.0;559.16;-96.85;1.0;100.0;0;930.0000000000001;280.0;0.0;6.633383;0.0
1888;34.2;0.0;17.35;-17.35;1.0;100.0;1;56.99999999999999;11.4;0.0;41.475369;0.0
1690;345.0;32.025;219.77;-155.72;0.9858785;100.0;1;451.0;239.0;0.0;32.07935;0.0
1691;42.0;20.31;51.24999999999999;-10.63;1.0;100.0;1;63.0;21.0;0.0;37.66586;0.0
1692;341.3;37.96;258.1;-182.18;1.01132;100.0;1;433.8;248.8;0.0;22.878714;0.0
1693;124.99;13.48;71.21;-44.25;1.0;100.0;1;168.17;81.81;0.0;28.952303;0.0
1694;125.44;17.825;73.34;-37.69;1.0;100.0;1;168.6;82.28;0.0;40.359034;0.0
1695;151.06;34.915;113.53;-43.7;1.0;100.0;1;248.21;53.90999999999999;0.0;34.353015;0.0
1696;141.03;20.78;100.92000000000002;-59.36;1.0;100.0;1;238.09;43.97;0.0;27.111097;0.0
1697;574.69;218.265;525.14;-88.61;1.0;100.0;1;919.6900000000002;229.69;0.0;41.652275;0.0
1698;574.69;218.265;525.14;-88.61;1.0;100.0;1;919.6900000000002;229.69;0.0;27.441246;0.0
1699;581.69;219.89000000000001;526.77;-86.99;1.0;100.0;1;926.6899999999999;236.68999999999997;0.0;37.797956;0.0
1700;596.69;223.40499999999997;530.29;-83.48;1.0;100.0;1;941.69;251.69000000000003;0.0;13.786673;0.0
1701;19.2;0.32;10.32;-9.68;1.0;100.0;1;32.0;6.4;0.0;112.501633;0.0
1702;23.93;0.775;19.22;-17.67;1.0;100.0;1;39.88;7.980000000000001;0.0;45.184068;0.0
1703;23.93;0.8;19.34;-17.74;1.0;100.0;1;39.88;7.980000000000001;0.0;35.242997;0.0
1889;23.93;0.79;19.24;-17.66;1.0;100.0;1;39.88;7.980000000000001;0.0;29.73272;0.0
1704;860.0;0.765;398.39;-396.86;1.0;100.0;1;1380.0;340.0;0.0;7.072944;0.0
1705;860.0;-26.539999999999996;371.08;-424.16;1.0;100.0;1;1380.0;340.0;0.0;7.190143000000001;0.0
1890;14.400000000000002;1.39;5.35;-2.57;1.0;100.0;1;24.0;4.8;0.0;29.024814000000003;0.0
1891;14.400000000000002;1.525;5.48;-2.43;1.0;100.0;1;24.0;4.8;0.0;111.97375900000002;0.0
1892;14.400000000000002;1.035;5.0;-2.93;1.0;100.0;1;24.0;4.8;0.0;121.864221;0.0
1706;14.400000000000002;1.33;5.29;-2.63;1.0;100.0;1;24.0;4.8;0.0;123.841827;0.0
1707;14.395;2.51;10.0;-4.98;1.0;100.0;1;23.99;4.8;0.0;106.66879899999999;0.0
2026;14.395;0.735;8.26;-6.79;1.0;100.0;1;23.99;4.8;0.0;97.191384;0.0
1898;14.395;2.685;10.17;-4.8;1.0;100.0;1;23.99;4.8;0.0;101.01189500000001;0.0
1708;14.395;1.805;1.81;1.8000000000000003;1.0;100.0;1;23.99;4.8;0.0;43.474735;0.0
1709;14.395;2.675;10.16;-4.81;1.0;100.0;1;23.99;4.8;0.0;114.499177;0.0
1710;17.39;2.34;12.23;-7.55;1.0;100.0;1;28.98;5.8;0.0;34.889776;0.0
1711;17.39;2.425;12.31;-7.46;1.0;100.0;1;28.98;5.8;0.0;111.696301;0.0
1712;798.0;87.935;615.09;-439.21999999999997;1.0;100.0;1;1308.0;288.0;0.0;27.980534;0.0
1713;798.0;87.48;614.63;-439.67;1.001985;100.0;1;1308.0;288.0;0.0;30.408853;0.0
1714;273.76;85.9;255.9;-84.1;1.01466;100.0;1;458.26000000000005;89.26;0.0;22.166895;0.0
1715;592.0;213.325;524.88;-98.23;1.0;100.0;1;947.0000000000001;237.0;0.0;32.13073;0.0
1716;607.0;216.68000000000004;528.27;-94.91;1.0;100.0;1;947.0000000000001;267.0;0.0;22.139348999999996;0.0
1717;592.0;217.915;529.5;-93.67;0.993595;100.0;1;947.0000000000001;237.0;0.0;35.693046;0.0
1718;592.0;217.03;528.59;-94.53;0.9987595;100.0;1;947.0000000000001;237.0;0.0;6.813815;0.0
1719;592.0;217.93999999999997;529.53;-93.65;1.0;100.0;1;947.0000000000001;237.0;0.0;25.239496;0.0
1720;592.0;192.575;504.13;-118.97999999999999;1.0;100.0;1;947.0000000000001;237.0;0.0;24.05861;0.0
1721;182.5;33.75;104.81;-37.31;1.0;100.0;1;240.0;125.0;0.0;52.977338;0.0
1906;101.64;-3.6799999999999997;69.06;-76.42;1.0;100.0;1;169.4;33.88;0.0;22.002061000000005;0.0
1907;101.64;-3.71;69.08;-76.5;1.0;100.0;1;169.4;33.88;0.0;32.412444;0.0
1908;101.64;-3.785;68.92;-76.49;1.0;100.0;1;169.4;33.88;0.0;38.385621;0.0
1909;101.64;-3.8599999999999994;68.97;-76.69;1.0;100.0;1;169.4;33.88;0.0;23.937604;0.0
1910;101.64;-3.74;69.1;-76.58;1.0;100.0;1;169.4;33.88;0.0;40.588644;0.0
1911;101.64;-3.72;69.1;-76.54;1.0;100.0;1;169.4;33.88;0.0;121.78828600000001;0.0
1912;101.64;-4.09;68.67;-76.85;1.0;100.0;1;169.4;33.88;0.0;22.180489;0.0
1913;101.64;-4.115;68.69;-76.92;1.0;100.0;1;169.4;33.88;0.0;15.118668;0.0
1722;336.8;72.9;272.9;-127.1;1.0;100.0;1;456.80000000000007;216.8;0.0;19.235965;0.0
1723;195.0;39.71;159.71;-80.29;1.005505;100.0;1;260.0;130.0;0.0;41.308626999999994;0.0
1724;0.0;0.0;198.66;-190.41;1.0;100.0;0;585.0;250.0;0.0;43.331328000000006;0.0
1725;417.5;4.815;199.31;-189.68;1.0;100.0;1;585.0;250.0;0.0;32.923634;0.0
1919;11.99;0.745;20.64;-19.15;1.0;100.0;1;19.98;4.0;0.0;37.787385;0.0
1920;14.39;0.525;20.43;-19.38;1.0;100.0;1;23.98;4.8;0.0;115.799925;0.0
1921;14.39;1.17;21.0;-18.66;1.0;100.0;1;23.98;4.8;0.0;125.358723;0.0
1922;14.39;0.865;20.73;-19.0;1.0;100.0;1;23.98;4.8;0.0;106.839232;0.0
1923;14.39;1.445;21.26;-18.37;1.003055;100.0;1;23.98;4.8;0.0;37.470049;0.0
1924;14.39;1.445;21.26;-18.37;1.000705;100.0;1;23.98;4.8;0.0;113.96756799999999;0.0
1726;21.0;0.48;9.31;-8.35;1.0;100.0;1;35.0;7.000000000000001;0.0;115.113942;0.0
1727;21.0;0.29;9.12;-8.54;1.0;100.0;1;35.0;7.000000000000001;0.0;25.222493;0.0
1728;21.0;-1.465;10.16;-13.089999999999998;1.0;100.0;1;35.0;7.000000000000001;0.0;13.647219;0.0
1928;21.0;0.48;9.31;-8.35;1.0;100.0;1;35.0;7.000000000000001;0.0;103.342463;0.0
1729;177.5;-20.12;104.52;-144.76;0.9963875;100.0;1;235.0;120.0;0.0;38.215685;0.0
1931;43.8;5.56;47.31;-36.19;1.0;100.0;1;73.0;14.6;0.0;48.344191;0.0
1932;41.4;9.295;51.13999999999999;-32.55;0.9964755;100.0;1;69.0;13.8;0.0;27.309324999999998;0.0
1934;46.5;5.685;46.31;-34.94;1.0;100.0;1;77.5;15.5;0.0;41.403946;0.0
1935;18.6;1.24;13.16;-10.68;1.0;100.0;1;31.0;6.2;0.0;110.71308800000001;0.0
1936;18.6;1.39;13.309999999999999;-10.53;1.0;100.0;1;31.0;6.2;0.0;26.135622;0.0
1937;18.6;1.55;13.47;-10.37;1.0;100.0;1;31.0;6.2;0.0;121.847407;0.0
1938;30.0;6.185;28.9;-16.53;1.0;100.0;1;50.0;10.0;0.0;46.328098;0.0
1730;193.5;68.385;158.82;-22.05;1.0;100.0;1;250.0;137.0;0.0;30.772212;0.0
1731;193.5;66.855;157.29;-23.58;1.0;100.0;1;250.0;137.0;0.0;19.928321;0.0
1944;11.4;1.15;11.15;-8.85;0.9740405;100.0;1;19.0;3.8;0.0;40.046977;0.0
1732;310.9;14.29;198.93;-170.35;1.0;100.0;1;419.9;201.9;0.0;38.215423;0.0
1733;95.0;20.015;83.82;-43.79;1.0;100.0;1;185.0;5.0;0.0;34.151677;0.0
1734;95.0;20.015;83.82;-43.79;1.0;100.0;1;185.0;5.0;0.0;37.25659;0.0
1950;136.2;37.94;163.7;-87.82;1.0;100.0;1;227.0;45.4;0.0;21.265771;0.0
1951;136.2;54.21;179.99;-71.57;1.0;100.0;1;227.0;45.4;0.0;24.386048000000002;0.0
1952;136.2;31.980000000000004;157.76;-93.8;1.0;100.0;1;227.0;45.4;0.0;39.433826;0.0
1953;136.2;32.315;158.1;-93.47;1.0;100.0;1;227.0;45.4;0.0;19.551393;0.0
1735;593.5;204.83;501.44;-91.78;0.9992375;100.0;1;950.0;237.0;0.0;27.39464;0.0
1736;593.5;209.00499999999997;505.62000000000006;-87.61;0.9989805;100.0;1;950.0;237.0;0.0;21.657813;0.0
1737;22.705;0.09;19.48;-19.3;1.0;100.0;1;37.84;7.57;0.0;10.825654;0.0
1738;22.705;0.64;19.6;-18.32;1.0;100.0;1;37.84;7.57;0.0;34.444518;0.0
1739;22.71;0.285;19.12;-18.55;1.0;100.0;1;37.85;7.57;0.0;77.209822;0.0
1740;242.0;2.83;175.05;-169.39;1.00019;100.0;1;316.0;168.0;0.0;40.718392;0.0
1741;229.99999999999997;-12.955;158.67;-184.58;0.990919;100.0;1;304.0;156.0;0.0;28.369578;0.0
1742;824.4999999999999;272.075;674.32;-130.17;1.0;100.0;1;1360.0;289.0;0.0;7.443288;0.0
1958;36.6;0.48;27.089999999999996;-26.13;1.0;100.0;1;61.0;12.2;0.0;27.444414;0.0
1959;36.6;0.64;27.250000000000004;-25.97;1.0;100.0;1;61.0;12.2;0.0;45.30737;0.0
1743;21.57;2.095;19.17;-14.980000000000002;1.001565;100.0;1;35.95;7.19;0.0;22.884473;0.0
1744;865.0;229.47000000000003;644.47;-185.53;1.0;100.0;1;1380.0;350.0;0.0;37.703538;0.0
1745;865.0;231.67;646.63;-183.29;0.9990525;100.0;1;1380.0;350.0;0.0;16.121548;0.0
1746;865.0;228.30500000000004;637.86;-181.25;1.0;100.0;1;1380.0;350.0;0.0;22.581295;0.0
1961;819.9999999999999;229.305;644.28;-185.67;1.005325;100.0;1;1290.0;350.0;0.0;30.669454;0.0
1747;25.900000000000002;2.57;26.57;-21.43;1.0;100.0;1;51.0;0.8;0.0;9.142467;0.0
1748;860.0;242.775;637.77;-152.22;1.0;100.0;1;1380.0;340.0;0.0;34.906404;0.0
1749;860.0;234.93499999999997;629.93;-160.06;1.0;100.0;1;1380.0;340.0;0.0;19.249273;0.0
1750;380.0;58.21000000000001;232.65000000000003;-116.23000000000002;1.0;100.0;1;585.0;175.0;0.0;29.662639;0.0
1751;380.0;58.21000000000001;232.65000000000003;-116.23000000000002;1.0;100.0;1;585.0;175.0;0.0;23.320495;0.0
1752;393.0;140.7;314.58;-33.18;1.0;100.0;1;598.0;188.0;0.0;7.508354;0.0
1753;380.0;57.38999999999999;231.39;-116.60999999999999;1.0;100.0;1;585.0;175.0;0.0;40.52138;0.0
2058;22.8;0.95;1.0;0.9000000000000001;1.0;100.0;1;38.0;7.6;0.0;30.123945;0.0
1754;165.0;18.665;117.72;-80.39;0.989297;100.0;1;245.00000000000003;85.0;0.0;15.636607;0.0
1755;450.0;25.650000000000002;219.39;-168.09;0.988606;100.0;1;605.0;295.0;0.0;30.535048000000003;0.0
1756;34.8;14.63;59.63;-30.37;1.0;100.0;1;57.99999999999999;11.6;0.0;108.34759;0.0
1757;335.3;93.085;187.44;-1.27;1.014235;100.0;1;439.79999999999995;230.80000000000004;0.0;20.404845;0.0
1758;48.0;-4.18;8.16;-16.52;1.0;100.0;1;80.0;16.0;0.0;51.186207;0.0
1759;48.0;-4.18;8.16;-16.52;1.0;100.0;1;80.0;16.0;0.0;36.222781;0.0
1760;48.0;-4.22;8.12;-16.56;1.0;100.0;1;80.0;16.0;0.0;22.538923;0.0
1970;19.2;4.16;19.16;-10.84;1.0;100.0;1;32.0;6.4;0.0;30.822152000000003;0.0
1971;19.2;0.75;15.75;-14.249999999999998;1.0;100.0;1;32.0;6.4;0.0;36.570849;0.0
1972;19.2;4.16;19.16;-10.84;1.0;100.0;1;32.0;6.4;0.0;117.606154;0.0
1973;19.2;0.75;15.75;-14.249999999999998;1.0;100.0;1;32.0;6.4;0.0;103.660535;0.0
1974;108.0;8.27;110.99;-94.45;1.0;100.0;1;180.0;36.0;0.0;25.974471000000005;0.0
1975;108.0;1.96;105.25;-101.33000000000001;1.003145;100.0;1;180.0;36.0;0.0;44.958046;0.0
1976;108.0;7.9750000000000005;110.69;-94.74;1.0;100.0;1;180.0;36.0;0.0;41.02901;0.0
1977;108.0;7.954999999999999;110.67;-94.76;1.00145;100.0;1;180.0;36.0;0.0;39.324385;0.0
1761;22.59;1.6049999999999998;11.32;-8.11;1.0;100.0;1;37.65;7.53;0.0;30.360941000000004;0.0
1762;22.59;1.545;11.25;-8.16;1.0;100.0;1;37.65;7.53;0.0;25.846338;0.0
