ID;BUS;P_MW;Q_MVAr;S_MVA;Loading_P;Loading_Q
1;4;0.0;0.0;0.0;0.0;0.0
2;4;0.0;0.0;0.0;0.0;0.0
3;5;0.0;0.0;0.0;0.0;0.0
4;11;28.0;0.0;28.0;1.0;0.0
5;11;0.0;0.0;0.0;0.0;0.0
6;17;0.0;0.0;0.0;0.0;0.0
7;19;0.0;0.0;0.0;0.0;0.0
8;22;0.0;0.0;0.0;0.0;0.0
9;24;0.0;0.0;0.0;0.0;0.0
10;24;0.0;0.0;0.0;0.0;0.0
11;25;0.0;0.0;0.0;0.0;0.0
12;25;0.0;0.0;0.0;0.0;0.0
13;40;0.0;0.0;0.0;0.0;0.0
14;47;16.0;0.0;16.0;1.0;0.0
15;47;0.0;0.0;0.0;0.0;0.0
16;48;0.0;0.0;0.0;0.0;0.0
17;48;0.0;0.0;0.0;0.0;0.0
18;57;13.0;0.0;13.0;1.0;0.0
19;64;0.0;0.0;0.0;0.0;0.0
20;64;0.0;0.0;0.0;0.0;0.0
21;69;0.0;0.0;0.0;0.0;0.0
22;70;0.0;0.0;0.0;0.0;0.0
23;85;0.0;0.0;0.0;0.0;0.0
24;86;0.0;0.0;0.0;0.0;0.0
25;102;0.0;0.0;0.0;0.0;0.0
26;122;0.0;0.0;0.0;0.0;0.0
27;124;0.0;0.0;0.0;0.0;0.0
28;125;26.0;0.0;26.0;1.0;0.0
29;125;0.0;0.0;0.0;0.0;0.0
30;132;0.0;0.0;0.0;0.0;0.0
31;132;0.0;0.0;0.0;0.0;0.0
32;132;0.0;0.0;0.0;0.0;0.0
33;132;0.0;0.0;0.0;0.0;0.0
34;137;0.0;0.0;0.0;0.0;0.0
35;137;18.0;0.0;18.0;1.0;0.0
36;155;0.0;0.0;0.0;0.0;0.0
37;158;17.9;0.0;17.9;1.0;0.0
38;158;0.0;0.0;0.0;0.0;0.0
39;176;0.0;0.0;0.0;0.0;0.0
40;187;0.0;0.0;0.0;0.0;0.0
41;187;0.0;0.0;0.0;0.0;0.0
42;190;0.0;0.0;0.0;0.0;0.0
43;192;0.0;0.0;0.0;0.0;0.0
44;194;15.0;0.0;15.0;1.0;0.0
45;194;15.0;0.0;15.0;1.0;0.0
46;217;0.0;0.0;0.0;0.0;0.0
47;224;0.0;0.0;0.0;0.0;0.0
48;227;0.0;0.0;0.0;0.0;0.0
49;236;0.0;0.0;0.0;0.0;0.0
50;236;0.0;0.0;0.0;0.0;0.0
51;238;0.0;0.0;0.0;0.0;0.0
52;238;36.0;0.0;36.0;1.0;0.0
53;246;0.0;0.0;0.0;0.0;0.0
54;246;0.0;0.0;0.0;0.0;0.0
55;246;0.0;0.0;0.0;0.0;0.0
56;246;0.0;0.0;0.0;0.0;0.0
57;256;26.0;0.0;26.0;1.0;0.0
58;256;0.0;0.0;0.0;0.0;0.0
59;258;0.0;0.0;0.0;0.0;0.0
60;261;0.0;0.0;0.0;0.0;0.0
61;269;0.0;0.0;0.0;0.0;0.0
62;282;0.0;0.0;0.0;0.0;0.0
63;295;0.0;0.0;0.0;0.0;0.0
64;296;12.0;0.0;12.0;1.0;0.0
65;305;0.0;0.0;0.0;0.0;0.0
66;312;0.0;0.0;0.0;0.0;0.0
67;312;0.0;0.0;0.0;0.0;0.0
68;317;0.0;0.0;0.0;0.0;0.0
69;317;0.0;0.0;0.0;0.0;0.0
70;319;0.0;0.0;0.0;0.0;0.0
71;325;0.0;0.0;0.0;0.0;0.0
72;332;0.0;0.0;0.0;0.0;0.0
73;333;0.0;0.0;0.0;0.0;0.0
74;336;0.0;0.0;0.0;0.0;0.0
75;338;0.0;0.0;0.0;0.0;0.0
76;338;0.0;0.0;0.0;0.0;0.0
77;345;0.0;0.0;0.0;0.0;0.0
78;345;0.0;0.0;0.0;0.0;0.0
79;348;0.0;0.0;0.0;0.0;0.0
80;357;0.0;0.0;0.0;0.0;0.0
81;357;0.0;0.0;0.0;0.0;0.0
82;364;130.0;0.0;130.0;1.0;0.0
83;391;0.0;0.0;0.0;0.0;0.0
84;409;0.0;0.0;0.0;0.0;0.0
85;411;0.0;0.0;0.0;0.0;0.0
86;411;0.0;0.0;0.0;0.0;0.0
87;431;0.0;0.0;0.0;0.0;0.0
88;440;0.0;0.0;0.0;0.0;0.0
89;447;25.0;0.0;25.0;1.0;0.0
90;462;0.0;0.0;0.0;0.0;0.0
91;462;0.0;0.0;0.0;0.0;0.0
92;464;27.0;0.0;27.0;1.0;0.0
93;464;27.0;0.0;27.0;1.0;0.0
94;466;0.0;0.0;0.0;-0.0;0.0
95;470;0.0;0.0;0.0;0.0;0.0
96;470;0.0;0.0;0.0;0.0;0.0
97;479;0.0;0.0;0.0;0.0;0.0
98;479;0.0;0.0;0.0;0.0;0.0
99;479;0.0;0.0;0.0;0.0;0.0
100;491;0.0;0.0;0.0;0.0;0.0
101;508;0.0;0.0;0.0;0.0;0.0
102;519;0.0;0.0;0.0;0.0;0.0
103;520;0.0;0.0;0.0;0.0;0.0
104;530;8.0;0.0;8.0;1.0;0.0
105;530;8.0;0.0;8.0;1.0;0.0
106;530;8.0;0.0;8.0;1.0;0.0
107;537;0.0;0.0;0.0;0.0;0.0
108;537;0.0;0.0;0.0;0.0;0.0
109;546;0.0;0.0;0.0;0.0;0.0
110;548;0.0;0.0;0.0;0.0;0.0
111;570;0.0;0.0;0.0;0.0;0.0
112;570;0.0;0.0;0.0;0.0;0.0
113;570;0.0;0.0;0.0;0.0;0.0
114;583;0.0;0.0;0.0;0.0;0.0
115;585;0.0;0.0;0.0;0.0;0.0
116;586;0.0;0.0;0.0;0.0;0.0
117;589;0.0;0.0;0.0;0.0;0.0
118;593;0.0;0.0;0.0;0.0;0.0
119;600;0.0;0.0;0.0;0.0;0.0
120;610;45.0;0.0;45.0;1.0;0.0
121;610;0.0;0.0;0.0;0.0;0.0
122;612;0.0;0.0;0.0;0.0;0.0
123;612;0.0;0.0;0.0;0.0;0.0
124;612;0.0;0.0;0.0;0.0;0.0
125;613;0.0;0.0;0.0;0.0;0.0
126;613;0.0;0.0;0.0;0.0;0.0
127;624;-8.3;0.0;-8.3;0.0;0.0
128;633;0.0;0.0;0.0;0.0;0.0
129;636;0.0;0.0;0.0;0.0;0.0
130;636;15.0;0.0;15.0;1.0;0.0
131;646;239.0;0.0;239.0;1.0;0.0
132;657;0.0;0.0;0.0;0.0;0.0
133;675;0.0;0.0;0.0;0.0;0.0
134;675;0.0;0.0;0.0;0.0;0.0
135;676;0.0;0.0;0.0;0.0;0.0
136;676;0.0;0.0;0.0;0.0;0.0
137;684;0.0;0.0;0.0;0.0;0.0
138;685;0.0;0.0;0.0;0.0;0.0
139;689;9.0;0.0;9.0;1.0;0.0
140;689;0.0;0.0;0.0;0.0;0.0
141;689;0.0;0.0;0.0;0.0;0.0
142;689;0.0;0.0;0.0;0.0;0.0
143;700;0.0;0.0;0.0;0.0;0.0
144;700;0.0;0.0;0.0;0.0;0.0
145;700;0.0;0.0;0.0;0.0;0.0
146;704;0.0;0.0;0.0;0.0;0.0
147;704;0.0;0.0;0.0;0.0;0.0
148;703;37.0;0.0;37.0;1.0;0.0
149;703;37.0;0.0;37.0;1.0;0.0
150;702;0.0;0.0;0.0;0.0;0.0
151;702;37.0;0.0;37.0;1.0;0.0
152;710;0.0;0.0;0.0;0.0;0.0
153;710;0.0;0.0;0.0;0.0;0.0
154;710;5.7;0.0;5.7;1.0;0.0
155;710;0.0;0.0;0.0;0.0;0.0
156;737;0.0;0.0;0.0;0.0;0.0
157;738;0.0;0.0;0.0;0.0;0.0
158;739;0.0;0.0;0.0;0.0;0.0
159;739;0.0;0.0;0.0;0.0;0.0
160;741;0.0;0.0;0.0;0.0;0.0
161;741;0.0;0.0;0.0;0.0;0.0
162;742;0.0;0.0;0.0;0.0;0.0
163;749;0.0;0.0;0.0;0.0;0.0
164;749;0.0;0.0;0.0;0.0;0.0
165;750;0.0;0.0;0.0;0.0;0.0
166;751;1.0;0.0;1.0;0.0;0.0
167;756;0.0;0.0;0.0;0.0;0.0
168;763;0.0;0.0;0.0;0.0;0.0
169;765;0.0;0.0;0.0;0.0;0.0
170;766;0.0;0.0;0.0;0.0;0.0
171;765;0.0;0.0;0.0;0.0;0.0
172;766;0.0;0.0;0.0;0.0;0.0
173;767;0.0;0.0;0.0;0.0;0.0
174;767;0.0;0.0;0.0;0.0;0.0
175;767;0.0;0.0;0.0;0.0;0.0
176;767;0.0;0.0;0.0;0.0;0.0
177;771;0.0;0.0;0.0;0.0;0.0
178;771;34.0;0.0;34.0;1.0;0.0
179;791;0.0;0.0;0.0;0.0;0.0
180;791;0.0;0.0;0.0;0.0;0.0
181;792;0.0;0.0;0.0;0.0;0.0
182;806;0.0;0.0;0.0;0.0;0.0
183;806;0.0;0.0;0.0;0.0;0.0
184;807;0.0;0.0;0.0;0.0;0.0
185;807;31.0;0.0;31.0;1.0;0.0
186;808;31.0;0.0;31.0;1.0;0.0
187;808;0.0;0.0;0.0;0.0;0.0
188;812;40.8;0.0;40.8;1.0;0.0
189;820;32.0;0.0;32.0;1.0;0.0
190;820;0.0;0.0;0.0;-0.0;0.0
191;821;32.0;0.0;32.0;1.0;0.0
192;821;1.0;0.0;1.0;0.0;0.0
193;821;32.0;0.0;32.0;1.0;0.0
194;821;32.0;0.0;32.0;1.0;0.0
195;831;0.0;0.0;0.0;0.0;0.0
196;831;0.0;0.0;0.0;0.0;0.0
197;834;0.0;0.0;0.0;0.0;0.0
198;835;27.0;0.0;27.0;1.0;0.0
199;836;0.0;0.0;0.0;0.0;0.0
200;838;0.0;0.0;0.0;0.0;0.0
201;838;0.0;0.0;0.0;0.0;0.0
202;841;0.0;0.0;0.0;0.0;0.0
203;843;0.0;0.0;0.0;0.0;0.0
204;843;0.0;0.0;0.0;0.0;0.0
205;862;0.0;0.0;0.0;0.0;0.0
206;862;0.0;0.0;0.0;0.0;0.0
207;869;0.0;0.0;0.0;0.0;0.0
208;870;14.0;0.0;14.0;1.0;0.0
209;890;0.0;0.0;0.0;0.0;0.0
210;890;0.0;0.0;0.0;0.0;0.0
211;894;0.0;0.0;0.0;0.0;0.0
212;894;0.0;0.0;0.0;0.0;0.0
213;894;0.0;0.0;0.0;0.0;0.0
214;894;0.0;0.0;0.0;0.0;0.0
215;912;0.0;0.0;0.0;0.0;0.0
216;945;0.0;0.0;0.0;0.0;0.0
217;949;0.0;0.0;0.0;0.0;0.0
218;970;50.0;0.0;50.0;1.0;0.0
219;972;0.0;0.0;0.0;0.0;0.0
220;978;8.0;0.0;8.0;1.0;0.0
221;978;0.0;0.0;0.0;0.0;0.0
222;988;0.0;0.0;0.0;0.0;0.0
223;988;0.0;0.0;0.0;0.0;0.0
224;988;0.0;0.0;0.0;0.0;0.0
225;990;0.0;0.0;0.0;0.0;0.0
226;992;0.0;0.0;0.0;0.0;0.0
227;1014;0.0;0.0;0.0;0.0;0.0
228;1014;0.0;0.0;0.0;0.0;0.0
229;1018;0.0;0.0;0.0;0.0;0.0
230;1030;0.0;0.0;0.0;0.0;0.0
231;1053;0.0;0.0;0.0;0.0;0.0
232;1055;0.0;0.0;0.0;0.0;0.0
233;1055;0.0;0.0;0.0;0.0;0.0
234;1062;7.0;0.0;7.0;0.0;0.0
235;1063;0.0;0.0;0.0;0.0;0.0
236;1070;0.0;0.0;0.0;0.0;0.0
237;1071;12.0;0.0;12.0;1.0;0.0
238;1075;0.0;0.0;0.0;0.0;0.0
239;1113;14.0;0.0;14.0;0.0;0.0
240;1113;8.0;0.0;8.0;1.0;0.0
241;1113;5.0;0.0;5.0;0.0;0.0
242;1113;5.0;0.0;5.0;0.0;0.0
243;1115;0.0;0.0;0.0;0.0;0.0
244;1115;0.0;0.0;0.0;0.0;0.0
245;1130;0.0;0.0;0.0;0.0;0.0
246;1133;0.0;0.0;0.0;0.0;0.0
247;1140;0.0;0.0;0.0;0.0;0.0
248;1152;0.0;0.0;0.0;0.0;0.0
249;1152;0.0;0.0;0.0;0.0;0.0
250;1215;62.0;0.0;62.0;1.0;0.0
251;1216;0.0;0.0;0.0;0.0;0.0
252;1226;0.0;0.0;0.0;0.0;0.0
253;1251;0.0;0.0;0.0;0.0;0.0
254;1251;0.0;0.0;0.0;0.0;0.0
255;1261;0.0;0.0;0.0;0.0;0.0
256;1263;0.0;0.0;0.0;0.0;0.0
257;1264;24.0;0.0;24.0;1.0;0.0
258;1268;0.0;0.0;0.0;0.0;0.0
259;1282;0.0;0.0;0.0;0.0;0.0
260;1282;0.0;0.0;0.0;0.0;0.0
261;1291;0.0;0.0;0.0;0.0;0.0
262;1291;0.0;0.0;0.0;0.0;0.0
263;1291;8.0;0.0;8.0;1.0;0.0
264;1308;0.0;0.0;0.0;0.0;0.0
265;1315;0.0;0.0;0.0;0.0;0.0
266;1315;0.0;0.0;0.0;0.0;0.0
267;1315;0.0;0.0;0.0;0.0;0.0
268;1318;0.0;0.0;0.0;-0.0;0.0
269;1318;0.0;0.0;0.0;-0.0;0.0
270;1320;0.0;0.0;0.0;0.0;0.0
271;1320;0.0;0.0;0.0;0.0;0.0
272;1328;0.0;0.0;0.0;0.0;0.0
273;1330;0.0;0.0;0.0;0.0;0.0
274;1330;5.0;0.0;5.0;1.0;0.0
275;1345;0.0;0.0;0.0;0.0;0.0
276;1349;11.0;0.0;11.0;1.0;0.0
277;1349;11.0;0.0;11.0;1.0;0.0
278;1359;18.15;0.0;18.15;1.0;0.0
279;1359;35.7;0.0;35.7;1.0;0.0
280;1359;0.0;0.0;0.0;0.0;0.0
281;1362;45.0;0.0;45.0;1.0;0.0
282;1361;0.0;0.0;0.0;0.0;0.0
283;1368;0.0;0.0;0.0;0.0;0.0
284;1368;13.0;0.0;13.0;1.0;0.0
285;1415;0.0;0.0;0.0;-0.0;0.0
286;1425;0.0;0.0;0.0;0.0;0.0
287;1425;50.0;0.0;50.0;1.0;0.0
288;1438;0.0;0.0;0.0;-0.0;0.0
289;1445;0.0;0.0;0.0;0.0;0.0
290;1459;0.0;0.0;0.0;0.0;0.0
291;1459;0.0;0.0;0.0;0.0;0.0
292;1459;0.0;0.0;0.0;0.0;0.0
293;1468;0.0;0.0;0.0;0.0;0.0
294;1469;0.0;0.0;0.0;0.0;0.0
295;1479;0.0;0.0;0.0;0.0;0.0
296;1500;0.0;0.0;0.0;0.0;0.0
297;1502;0.0;0.0;0.0;0.0;0.0
298;1502;0.0;0.0;0.0;0.0;0.0
299;1522;44.0;0.0;44.0;0.0;0.0
300;1523;169.0;0.0;169.0;1.0;0.0
301;1553;0.0;0.0;0.0;0.0;0.0
302;1553;0.0;0.0;0.0;0.0;0.0
303;1560;49.0;0.0;49.0;1.0;0.0
304;1564;0.0;0.0;0.0;0.0;0.0
305;1564;0.0;0.0;0.0;0.0;0.0
306;1565;0.0;0.0;0.0;0.0;0.0
307;1566;0.0;0.0;0.0;0.0;0.0
308;1570;0.0;0.0;0.0;0.0;0.0
309;1570;0.0;0.0;0.0;0.0;0.0
310;1584;0.0;0.0;0.0;0.0;0.0
311;1594;33.0;0.0;33.0;1.0;0.0
312;1594;0.0;0.0;0.0;0.0;0.0
313;1599;36.0;0.0;36.0;1.0;0.0
314;1599;0.0;0.0;0.0;0.0;0.0
315;1605;0.0;0.0;0.0;0.0;0.0
316;1619;0.0;0.0;0.0;0.0;0.0
317;1619;0.0;0.0;0.0;0.0;0.0
318;1630;0.0;0.0;0.0;0.0;0.0
319;1643;0.0;0.0;0.0;-0.0;0.0
320;1644;0.0;0.0;0.0;0.0;0.0
321;1644;0.0;0.0;0.0;0.0;0.0
322;1645;52.0;0.0;52.0;1.0;0.0
323;1648;0.0;0.0;0.0;0.0;0.0
324;1659;0.0;0.0;0.0;0.0;0.0
325;1675;0.0;0.0;0.0;0.0;0.0
326;1675;0.0;0.0;0.0;0.0;0.0
327;1684;0.0;0.0;0.0;0.0;0.0
328;1684;0.0;0.0;0.0;0.0;0.0
329;1685;0.0;0.0;0.0;0.0;0.0
330;1686;0.0;0.0;0.0;0.0;0.0
331;1686;0.0;0.0;0.0;0.0;0.0
332;1687;0.0;0.0;0.0;0.0;0.0
333;1688;0.0;0.0;0.0;-0.0;0.0
334;1693;7.1;0.0;7.1;1.0;0.0
335;1697;0.0;0.0;0.0;0.0;0.0
336;1697;0.0;0.0;0.0;0.0;0.0
337;1697;0.0;0.0;0.0;0.0;0.0
338;1700;0.0;0.0;0.0;0.0;0.0
339;1703;0.0;0.0;0.0;0.0;0.0
340;1704;0.0;0.0;0.0;0.0;0.0
341;1706;28.9;0.0;28.9;1.0;0.0
342;1717;0.0;0.0;0.0;0.0;0.0
343;1728;0.0;0.0;0.0;0.0;0.0
344;1728;0.0;0.0;0.0;0.0;0.0
345;1731;0.0;0.0;0.0;0.0;0.0
346;1733;0.0;0.0;0.0;0.0;0.0
347;1740;0.0;0.0;0.0;0.0;0.0
348;1740;0.0;0.0;0.0;0.0;0.0
349;1747;40.0;0.0;40.0;1.0;0.0
350;1748;40.0;0.0;40.0;1.0;0.0
351;1749;0.0;0.0;0.0;0.0;0.0
352;1803;0.0;0.0;0.0;0.0;0.0
353;1813;0.0;0.0;0.0;0.0;0.0
354;1830;0.0;0.0;0.0;0.0;0.0
355;1837;0.0;0.0;0.0;0.0;0.0
356;1843;0.0;0.0;0.0;0.0;0.0
357;1843;32.0;0.0;32.0;1.0;0.0
358;1853;0.0;0.0;0.0;0.0;0.0
359;1853;0.0;0.0;0.0;0.0;0.0
360;1861;0.0;0.0;0.0;0.0;0.0
361;1864;0.0;0.0;0.0;0.0;0.0
362;1864;0.0;0.0;0.0;0.0;0.0
363;1869;24.0;0.0;24.0;1.0;0.0
364;1869;36.5;0.0;36.5;1.0;0.0
365;1869;43.5;0.0;43.5;1.0;0.0
366;1870;0.0;0.0;0.0;0.0;0.0
367;1871;44.0;0.0;44.0;1.0;0.0
368;1872;0.0;0.0;0.0;0.0;0.0
369;1877;0.0;0.0;0.0;0.0;0.0
370;1886;0.0;0.0;0.0;0.0;0.0
371;1894;24.0;0.0;24.0;1.0;0.0
372;1895;24.0;0.0;24.0;1.0;0.0
373;1896;24.0;0.0;24.0;1.0;0.0
374;1897;24.0;0.0;24.0;1.0;0.0
375;1909;0.0;0.0;0.0;0.0;0.0
376;1928;0.0;0.0;0.0;0.0;0.0
377;1941;0.0;0.0;0.0;0.0;0.0
378;1940;0.0;0.0;0.0;0.0;0.0
379;1949;0.0;0.0;0.0;0.0;0.0
380;1960;0.0;0.0;0.0;0.0;0.0
381;1968;0.0;0.0;0.0;0.0;0.0
382;1969;0.0;0.0;0.0;0.0;0.0
383;1970;24.0;0.0;24.0;1.0;0.0
384;1971;24.0;0.0;24.0;1.0;0.0
385;1972;0.0;0.0;0.0;0.0;0.0
386;1981;0.0;0.0;0.0;0.0;0.0
387;1981;0.0;0.0;0.0;0.0;0.0
388;1982;0.0;0.0;0.0;0.0;0.0
389;1983;0.0;0.0;0.0;0.0;0.0
390;1985;0.0;0.0;0.0;0.0;0.0
391;1987;0.5;0.0;0.5;0.0;0.0
392;1987;0.0;0.0;0.0;-0.0;0.0
393;1993;0.0;0.0;0.0;0.0;0.0
394;2001;0.0;0.0;0.0;0.0;0.0
395;2008;46.0;0.0;46.0;1.0;0.0
396;2019;0.0;0.0;0.0;0.0;0.0
397;2020;24.0;0.0;24.0;1.0;0.0
398;2020;0.0;0.0;0.0;0.0;0.0
399;2025;0.0;0.0;0.0;0.0;0.0
400;2029;-30.0;0.0;-30.0;0.0;0.0
401;2037;0.0;0.0;0.0;0.0;0.0
402;2051;34.0;0.0;34.0;1.0;0.0
403;2061;0.0;0.0;0.0;0.0;0.0
404;2085;0.0;0.0;0.0;0.0;0.0
405;2098;0.0;0.0;0.0;0.0;0.0
406;2099;1.0;0.0;1.0;0.0;0.0
407;2103;16.0;0.0;16.0;1.0;0.0
408;2123;0.0;0.0;0.0;0.0;0.0
409;2123;0.0;0.0;0.0;0.0;0.0
410;2151;0.0;0.0;0.0;0.0;0.0
411;2151;0.0;0.0;0.0;0.0;0.0
412;2161;0.0;0.0;0.0;0.0;0.0
413;2165;45.0;0.0;45.0;1.0;0.0
414;2166;0.0;0.0;0.0;0.0;0.0
415;2182;24.0;0.0;24.0;1.0;0.0
416;2182;0.0;0.0;0.0;0.0;0.0
417;2187;0.0;0.0;0.0;0.0;0.0
418;2190;0.0;0.0;0.0;0.0;0.0
419;2190;0.0;0.0;0.0;0.0;0.0
420;2192;0.0;0.0;0.0;-0.0;0.0
421;2193;15.0;0.0;15.0;1.0;0.0
422;2195;20.0;0.0;20.0;1.0;0.0
423;2226;0.0;0.0;0.0;0.0;0.0
424;2226;0.0;0.0;0.0;0.0;0.0
425;2245;0.0;0.0;0.0;0.0;0.0
426;2245;0.0;0.0;0.0;0.0;0.0
427;2247;0.0;0.0;0.0;-0.0;0.0
428;2247;2.5;0.0;2.5;0.0;0.0
429;2281;0.0;0.0;0.0;0.0;0.0
430;2291;0.0;0.0;0.0;0.0;0.0
431;2295;0.0;0.0;0.0;0.0;0.0
432;2297;0.0;0.0;0.0;0.0;0.0
433;2303;0.0;0.0;0.0;0.0;0.0
434;2303;0.0;0.0;0.0;0.0;0.0
435;2329;0.0;0.0;0.0;0.0;0.0
436;2335;0.0;0.0;0.0;0.0;0.0
437;2339;0.0;0.0;0.0;0.0;0.0
438;2341;28.0;0.0;28.0;1.0;0.0
439;2341;28.0;0.0;28.0;1.0;0.0
440;2341;28.0;0.0;28.0;1.0;0.0
441;2342;0.0;0.0;0.0;0.0;0.0
442;2342;0.0;0.0;0.0;0.0;0.0
443;2343;0.0;0.0;0.0;0.0;0.0
444;2364;0.0;0.0;0.0;0.0;0.0
445;2365;0.0;0.0;0.0;0.0;0.0
446;2366;24.0;0.0;24.0;1.0;0.0
447;2367;0.0;0.0;0.0;0.0;0.0
448;2368;20.0;0.0;20.0;1.0;0.0
449;2378;0.0;0.0;0.0;0.0;0.0
450;2394;0.0;0.0;0.0;0.0;0.0
451;2396;34.9;0.0;34.9;1.0;0.0
452;2396;0.0;0.0;0.0;0.0;0.0
453;2412;36.0;0.0;36.0;1.0;0.0
454;2414;0.0;0.0;0.0;0.0;0.0
455;2414;0.0;0.0;0.0;0.0;0.0
456;2421;0.0;0.0;0.0;0.0;0.0
457;2421;0.0;0.0;0.0;0.0;0.0
458;2421;0.0;0.0;0.0;0.0;0.0
459;2433;0.0;0.0;0.0;0.0;0.0
460;2437;0.0;0.0;0.0;0.0;0.0
461;2437;0.0;0.0;0.0;0.0;0.0
462;2440;0.0;0.0;0.0;0.0;0.0
463;2440;0.0;0.0;0.0;0.0;0.0
464;2445;0.0;0.0;0.0;0.0;0.0
465;2444;0.0;0.0;0.0;0.0;0.0
466;2460;0.0;0.0;0.0;0.0;0.0
467;2461;0.0;0.0;0.0;0.0;0.0
468;2461;0.0;0.0;0.0;0.0;0.0
469;2464;0.0;0.0;0.0;0.0;0.0
470;2475;0.0;0.0;0.0;0.0;0.0
471;2481;0.0;0.0;0.0;0.0;0.0
472;2495;0.0;0.0;0.0;0.0;0.0
473;2523;50.0;0.0;50.0;1.0;0.0
474;2523;38.0;0.0;38.0;0.0;0.0
475;2529;0.0;0.0;0.0;0.0;0.0
476;2529;0.0;0.0;0.0;0.0;0.0
477;2530;0.0;0.0;0.0;0.0;0.0
478;2530;0.0;0.0;0.0;0.0;0.0
479;2532;0.0;0.0;0.0;0.0;0.0
480;2545;0.0;0.0;0.0;0.0;0.0
481;2547;0.0;0.0;0.0;0.0;0.0
482;2555;0.0;0.0;0.0;0.0;0.0
483;2555;34.0;0.0;34.0;1.0;0.0
484;2558;0.0;0.0;0.0;0.0;0.0
485;2563;0.0;0.0;0.0;0.0;0.0
486;2576;0.0;0.0;0.0;0.0;0.0
487;2576;0.0;0.0;0.0;0.0;0.0
488;2581;0.0;0.0;0.0;0.0;0.0
489;2586;0.0;0.0;0.0;0.0;0.0
490;2586;0.0;0.0;0.0;0.0;0.0
491;2592;0.0;0.0;0.0;0.0;0.0
492;2601;0.0;0.0;0.0;0.0;0.0
493;2601;0.0;0.0;0.0;0.0;0.0
494;2610;0.0;0.0;0.0;0.0;0.0
495;2611;0.0;0.0;0.0;0.0;0.0
496;2616;0.0;0.0;0.0;0.0;0.0
497;2624;0.0;0.0;0.0;0.0;0.0
498;2624;0.0;0.0;0.0;0.0;0.0
499;2627;28.0;0.0;28.0;1.0;0.0
500;2640;0.0;0.0;0.0;0.0;0.0
501;2640;0.0;0.0;0.0;0.0;0.0
502;2640;0.0;0.0;0.0;0.0;0.0
503;2643;0.0;0.0;0.0;0.0;0.0
504;2644;18.0;0.0;18.0;1.0;0.0
505;2645;0.0;0.0;0.0;0.0;0.0
506;2645;0.0;0.0;0.0;0.0;0.0
507;2645;0.0;0.0;0.0;0.0;0.0
508;2646;0.0;0.0;0.0;0.0;0.0
509;2646;0.0;0.0;0.0;0.0;0.0
510;2646;0.0;0.0;0.0;0.0;0.0
511;2649;0.0;0.0;0.0;0.0;0.0
512;2649;0.0;0.0;0.0;0.0;0.0
513;2652;0.0;0.0;0.0;0.0;0.0
514;2659;0.0;0.0;0.0;0.0;0.0
515;2659;9.8;0.0;9.8;1.0;0.0
516;2660;0.0;0.0;0.0;0.0;0.0
517;2660;0.0;0.0;0.0;0.0;0.0
518;2663;0.0;0.0;0.0;0.0;0.0
519;2664;0.0;0.0;0.0;0.0;0.0
520;2663;0.0;0.0;0.0;0.0;0.0
521;2662;0.0;0.0;0.0;0.0;0.0
522;2664;0.0;0.0;0.0;0.0;0.0
523;2665;0.0;0.0;0.0;0.0;0.0
524;2669;0.0;0.0;0.0;0.0;0.0
525;2669;0.0;0.0;0.0;0.0;0.0
526;2669;0.0;0.0;0.0;0.0;0.0
527;2669;0.0;0.0;0.0;0.0;0.0
528;2669;0.0;0.0;0.0;0.0;0.0
529;2674;0.0;0.0;0.0;0.0;0.0
530;2688;0.0;0.0;0.0;0.0;0.0
531;2695;0.0;0.0;0.0;0.0;0.0
532;2729;0.0;0.0;0.0;0.0;0.0
533;2734;0.0;0.0;0.0;0.0;0.0
534;2734;17.0;0.0;17.0;1.0;0.0
535;2766;0.0;0.0;0.0;0.0;0.0
536;2776;0.0;0.0;0.0;0.0;0.0
537;2812;0.0;0.0;0.0;0.0;0.0
538;2813;0.0;0.0;0.0;0.0;0.0
539;2818;0.0;0.0;0.0;0.0;0.0
540;2822;0.0;0.0;0.0;0.0;0.0
541;2833;12.0;0.0;12.0;1.0;0.0
542;2838;0.0;0.0;0.0;0.0;0.0
543;2840;0.0;0.0;0.0;0.0;0.0
544;2840;0.0;0.0;0.0;0.0;0.0
545;2843;0.0;0.0;0.0;0.0;0.0
546;2843;0.0;0.0;0.0;0.0;0.0
547;2845;0.0;0.0;0.0;0.0;0.0
548;2845;0.0;0.0;0.0;0.0;0.0
549;2857;0.0;0.0;0.0;0.0;0.0
550;2868;0.0;0.0;0.0;0.0;0.0
551;2874;0.0;0.0;0.0;0.0;0.0
552;2876;0.0;0.0;0.0;0.0;0.0
553;2876;0.0;0.0;0.0;0.0;0.0
554;2884;0.0;0.0;0.0;0.0;0.0
555;2899;0.0;0.0;0.0;-0.0;0.0
556;2899;26.5;0.0;26.5;1.0;0.0
557;2899;0.0;0.0;0.0;-0.0;0.0
558;2904;0.0;0.0;0.0;0.0;0.0
559;2904;0.0;0.0;0.0;0.0;0.0
560;2904;0.0;0.0;0.0;0.0;0.0
561;2908;0.0;0.0;0.0;0.0;0.0
562;2928;0.0;0.0;0.0;0.0;0.0
563;2929;0.0;0.0;0.0;0.0;0.0
564;2941;0.0;0.0;0.0;0.0;0.0
565;2948;0.0;0.0;0.0;0.0;0.0
566;2954;0.0;0.0;0.0;0.0;0.0
