bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
102;1;0.0;0.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
103;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
104;1;45.6;7.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
105;1;10.1;-0.9;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
106;1;0.0;0.0;0.0;0.0;1;1.03333;0.0;225.0;1;1.08889;0.97778
107;1;8.4;3.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
108;1;39.7;-6.4;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
109;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
110;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
111;1;62.2;-16.1;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
112;1;2.2;-1.0;0.0;0.0;1;1.04517;0.0;225.0;1;1.09035;1.0
113;1;5.0;-3.8;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
114;1;30.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
115;2;11.7;1.8;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
116;1;51.9;15.9;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
117;1;2.6;0.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
118;1;38.0;3.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
119;1;24.0;-7.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
120;2;0.0;0.0;0.0;0.0;1;1.00257;0.0;63.0;1;1.06863;0.93651
121;1;8.0;2.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
122;1;77.1;-3.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
123;1;21.2;4.4;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
124;2;-0.0;-4.6;0.0;0.0;1;1.00133;0.0;63.0;1;1.08203;0.92063
125;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
126;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
127;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
128;1;17.1;1.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
129;2;18.2;12.2;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
130;1;-13.2;16.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
131;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
132;1;81.2;18.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
133;2;9.6;3.3;0.0;0.0;1;1.01682;0.0;63.0;1;1.06538;0.96825
134;2;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
135;2;-8.9;-4.4;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
136;1;-10.6;-2.1;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
137;1;14.1;-3.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
138;1;11.3;-2.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
139;1;9.4;-2.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
140;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
141;1;11.1;4.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
142;1;7.2;5.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
143;1;20.9;-1.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
144;1;33.4;6.5;0.0;0.0;1;1.0;0.0;150.0;1;1.1;0.9
145;1;61.8;-3.3;0.0;0.0;1;1.04462;0.0;225.0;1;1.08925;1.0
146;2;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
147;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
148;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
149;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
150;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
151;1;9.8;4.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
152;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
153;1;88.2;-7.1;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
154;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
155;1;23.8;-12.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
156;1;18.2;-0.6;0.0;0.0;1;1.00077;0.0;63.0;1;1.06503;0.93651
157;1;0.4;0.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
158;2;18.7;-2.5;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
159;1;19.2;-1.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
160;1;4.0;0.2;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
161;2;0.0;0.0;0.0;0.0;1;0.975;0.0;63.0;1;1.15;0.8
162;1;2.8;3.9;0.0;0.0;1;1.04527;0.0;225.0;1;1.09053;1.0
163;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
164;1;68.7;-27.8;0.0;0.0;1;1.04895;0.0;225.0;1;1.09791;1.0
165;1;70.9;-7.8;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
166;1;35.7;1.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
167;1;66.9;15.7;0.0;0.0;1;1.04534;0.0;225.0;1;1.09067;1.0
168;1;10.2;-5.9;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
169;1;22.5;-8.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
170;1;3.1;1.2;0.0;0.0;1;1.00236;0.0;63.0;1;1.06822;0.93651
171;1;103.9;36.4;0.0;0.0;1;1.00667;0.0;225.0;1;1.08889;0.92444
172;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
173;1;46.9;-16.3;0.0;0.0;1;1.04141;0.0;225.0;1;1.09616;0.98667
174;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
175;1;83.4;-19.9;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
176;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
177;1;0.0;0.0;0.0;0.0;1;1.01217;0.0;63.0;1;1.06349;0.96086
178;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
179;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
180;1;-0.3;-5.1;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
181;1;-0.2;-8.9;0.0;0.0;1;0.9527;0.0;45.0;1;1.01652;0.88889
182;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
183;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
184;2;0.0;0.0;0.0;0.0;1;1.03333;0.0;225.0;1;1.08889;0.97778
185;1;12.8;-5.2;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
186;1;-3.5;-3.5;0.0;0.0;1;1.04931;0.0;225.0;1;1.09862;1.0
187;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
188;1;0.0;0.0;0.0;0.0;1;1.04175;0.0;225.0;1;1.09683;0.98667
189;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
190;1;8.4;-10.3;0.0;0.0;1;1.02889;0.0;225.0;1;1.08889;0.96889
191;1;34.1;-3.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
192;1;29.2;4.5;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
193;1;11.4;4.2;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
194;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
195;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
196;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
197;1;3.7;13.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
198;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
199;1;152.4;6.2;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
200;1;29.9;3.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
201;1;24.1;-16.4;0.0;0.0;1;1.04514;0.0;225.0;1;1.09027;1.0
202;1;0.0;0.0;0.0;0.0;1;1.04765;0.0;225.0;1;1.09529;1.0
203;1;36.8;5.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
204;1;20.4;-4.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
205;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
206;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
207;1;6.2;2.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
208;1;9.6;1.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
209;1;25.7;-12.7;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
210;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
211;1;26.5;-2.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
212;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
213;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
214;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
215;1;1.5;-0.0;0.0;0.0;1;1.00034;0.0;63.0;1;1.06418;0.93651
216;1;101.1;-8.8;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
217;1;0.0;0.0;0.0;0.0;1;1.0493;0.0;225.0;1;1.09861;1.0
218;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
219;1;17.3;3.3;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
220;2;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
221;1;21.6;-6.3;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
222;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
223;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
224;1;60.6;-5.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
225;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
226;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
227;1;6.2;7.3;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
228;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
229;1;0.0;0.0;0.0;0.0;1;1.0452;0.0;225.0;1;1.0904;1.0
230;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
231;2;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
232;1;11.4;0.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
233;1;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
234;1;1.2;-0.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
235;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
236;2;26.3;1.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
237;1;13.4;-0.3;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
238;1;34.2;0.7;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
240;2;0.0;0.0;0.0;0.0;1;1.05347;0.0;380.0;1;1.10694;1.0
241;1;9.9;3.2;0.0;0.0;1;1.00186;0.0;63.0;1;1.06721;0.93651
242;1;29.3;2.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
243;1;94.1;-4.7;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
244;1;31.6;4.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
245;1;20.3;9.9;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
246;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
247;1;6.0;-0.9;0.0;0.0;1;1.00667;0.0;225.0;1;1.08889;0.92444
248;1;17.4;1.8;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
249;1;9.4;-0.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
250;1;4.2;1.9;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
251;1;62.1;20.2;0.0;0.0;1;1.04342;0.0;225.0;1;1.08684;1.0
252;2;5.5;4.5;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
253;1;-2.8;-1.5;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
254;1;-2.8;-1.4;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
255;1;8.3;-7.3;0.0;0.0;1;1.00202;0.0;63.0;1;1.06754;0.93651
256;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
257;1;0.0;0.0;0.0;0.0;1;1.03333;0.0;225.0;1;1.08889;0.97778
258;1;19.3;-3.2;0.0;0.0;1;1.02889;0.0;225.0;1;1.08889;0.96889
259;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
260;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
261;1;50.0;4.4;0.0;0.0;1;1.04244;0.0;225.0;1;1.08489;1.0
262;2;13.9;-2.1;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
263;1;19.0;1.9;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
264;1;134.0;-1.7;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
265;1;15.2;-2.7;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
266;1;0.0;0.0;0.0;0.0;1;1.03333;0.0;225.0;1;1.08889;0.97778
267;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
268;1;15.8;-8.1;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
269;1;28.5;3.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
270;1;59.2;-3.0;0.0;0.0;1;1.02;0.0;225.0;1;1.08889;0.95111
271;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
272;1;40.2;1.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
273;1;15.7;-9.2;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
274;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
275;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
276;1;9.7;-2.8;0.0;0.0;1;1.00601;0.0;63.0;1;1.09138;0.92063
277;1;11.5;-2.0;0.0;0.0;1;1.00188;0.0;63.0;1;1.06725;0.93651
279;1;15.4;-1.6;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
280;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
281;1;32.8;-2.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
282;1;54.5;4.4;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
283;2;0.0;0.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
284;1;0.0;0.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
285;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
286;1;158.8;28.8;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
287;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
288;1;76.7;12.3;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
289;1;33.8;11.7;0.0;0.0;1;1.04087;0.0;225.0;1;1.09508;0.98667
290;1;67.1;9.9;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
291;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
292;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
293;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
294;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
295;1;39.3;1.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
296;1;7.2;-1.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
297;1;55.3;-9.8;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
298;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
299;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
300;2;8.3;-6.7;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
301;1;62.0;20.8;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
